locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHACDFAM_01517	CDS	753				hypothetical protein
EHACDFAM_01518	CDS	483				hypothetical protein
EHACDFAM_01519	CDS	621	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
EHACDFAM_01520	CDS	450	dinB	2.7.7.7	COG0389	DNA polymerase IV
EHACDFAM_01521	CDS	309				hypothetical protein
EHACDFAM_01522	CDS	201				hypothetical protein
EHACDFAM_01523	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
EHACDFAM_01524	CDS	105				hypothetical protein
EHACDFAM_01525	CDS	789	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
EHACDFAM_01526	CDS	747	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
EHACDFAM_01527	CDS	357	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
EHACDFAM_01528	CDS	390				hypothetical protein
EHACDFAM_01529	CDS	690	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
EHACDFAM_01530	CDS	798	mtfA		COG3228	Protein MtfA
EHACDFAM_01531	tRNA	76				tRNA-Asn(gtt)
EHACDFAM_01532	CDS	621	ycgJ	2.1.1.-		putative methyltransferase YcgJ
EHACDFAM_01533	CDS	522	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
EHACDFAM_01534	CDS	675	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
EHACDFAM_01535	CDS	192				hypothetical protein
EHACDFAM_01536	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
EHACDFAM_01537	CDS	150	fixX_2		COG2440	Ferredoxin-like protein FixX
EHACDFAM_01538	CDS	252				hypothetical protein
EHACDFAM_01539	CDS	492				IS110 family transposase ISSaen1
EHACDFAM_01540	CDS	303	bsmA			Lipoprotein BsmA
EHACDFAM_01541	CDS	276				hypothetical protein
EHACDFAM_01542	CDS	372	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
EHACDFAM_01543	CDS	402				hypothetical protein
EHACDFAM_01544	CDS	1065	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
EHACDFAM_01545	CDS	321	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
EHACDFAM_01546	CDS	243	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
EHACDFAM_01547	CDS	576	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
EHACDFAM_01548	CDS	369				hypothetical protein
EHACDFAM_01549	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
EHACDFAM_01550	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
EHACDFAM_01551	CDS	714	trkA		COG0569	Trk system potassium uptake protein TrkA
EHACDFAM_01552	CDS	486	polA	2.7.7.7	COG0258	DNA polymerase I
EHACDFAM_01553	CDS	195	engB		COG0218	putative GTP-binding protein EngB
EHACDFAM_01554	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
EHACDFAM_01555	CDS	516	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
EHACDFAM_01556	CDS	237				hypothetical protein
EHACDFAM_01557	CDS	543				hypothetical protein
EHACDFAM_01558	CDS	300	klcA			Antirestriction protein KlcA
EHACDFAM_01559	CDS	435	rplO		COG0200	50S ribosomal protein L15
EHACDFAM_01560	CDS	180	rpmD		COG1841	50S ribosomal protein L30
EHACDFAM_01561	CDS	504	rpsE		COG0098	30S ribosomal protein S5
EHACDFAM_01562	CDS	174				hypothetical protein
EHACDFAM_01563	CDS	510				hypothetical protein
EHACDFAM_01564	rRNA	1086				23S ribosomal RNA (partial)
EHACDFAM_01565	CDS	390				hypothetical protein
EHACDFAM_01566	CDS	345				hypothetical protein
EHACDFAM_01567	CDS	216	rpsU		COG0828	30S ribosomal protein S21
EHACDFAM_01568	CDS	432				hypothetical protein
EHACDFAM_01569	CDS	612	murQ_1	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
EHACDFAM_01570	CDS	438	bcsE			Cyclic di-GMP binding protein BcsE
EHACDFAM_01571	CDS	192				hypothetical protein
EHACDFAM_01572	CDS	309				hypothetical protein
EHACDFAM_01573	CDS	249				hypothetical protein
EHACDFAM_01574	CDS	459				hypothetical protein
EHACDFAM_01575	CDS	276	yggX		COG2924	putative Fe(2+)-trafficking protein
EHACDFAM_01576	CDS	381	secY		COG0201	Protein translocase subunit SecY
EHACDFAM_01577	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
EHACDFAM_01578	CDS	357	rpsM		COG0099	30S ribosomal protein S13
EHACDFAM_01579	CDS	282		3.1.1.-	COG3964	Deacetylase
EHACDFAM_01580	CDS	495				hypothetical protein
EHACDFAM_01581	CDS	327	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
EHACDFAM_01582	CDS	618	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
EHACDFAM_01583	CDS	1191	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
EHACDFAM_01584	CDS	471				hypothetical protein
EHACDFAM_01585	CDS	657				hypothetical protein
EHACDFAM_01586	CDS	585				hypothetical protein
EHACDFAM_01587	CDS	243				hypothetical protein
EHACDFAM_01588	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
EHACDFAM_01589	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
EHACDFAM_01590	CDS	237				hypothetical protein
EHACDFAM_01591	CDS	543				IS3 family transposase IS1351
EHACDFAM_01592	CDS	126				hypothetical protein
EHACDFAM_01593	CDS	261	mdtC_1			Multidrug resistance protein MdtC
EHACDFAM_01594	CDS	222				hypothetical protein
EHACDFAM_01595	CDS	363	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
EHACDFAM_01596	CDS	345				hypothetical protein
EHACDFAM_01597	CDS	171				hypothetical protein
EHACDFAM_01598	CDS	288				hypothetical protein
EHACDFAM_01599	CDS	375	mtlA			PTS system mannitol-specific EIICB component
EHACDFAM_01600	CDS	504				hypothetical protein
EHACDFAM_01601	CDS	258				hypothetical protein
EHACDFAM_01602	CDS	264				hypothetical protein
EHACDFAM_01603	CDS	363				hypothetical protein
EHACDFAM_01604	CDS	591	uhpC_2		COG2271	Membrane sensor protein UhpC
EHACDFAM_01605	CDS	933				hypothetical protein
EHACDFAM_01606	CDS	570	ftsX		COG2177	Cell division protein FtsX
EHACDFAM_01607	CDS	258				hypothetical protein
EHACDFAM_01608	CDS	501				hypothetical protein
EHACDFAM_01609	CDS	324				hypothetical protein
EHACDFAM_01610	CDS	744	yadV_3			putative fimbrial chaperone YadV
EHACDFAM_01611	CDS	378	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
EHACDFAM_01612	CDS	594	yrdA		COG0663	Protein YrdA
EHACDFAM_01613	CDS	207				hypothetical protein
EHACDFAM_01614	CDS	480				hypothetical protein
EHACDFAM_01615	CDS	234				hypothetical protein
EHACDFAM_01616	CDS	546				hypothetical protein
EHACDFAM_01617	CDS	420	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
EHACDFAM_01618	CDS	423				hypothetical protein
EHACDFAM_01619	CDS	984	accC	6.3.4.14	COG0439	Biotin carboxylase
EHACDFAM_01620	CDS	846	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
EHACDFAM_01621	CDS	378				hypothetical protein
EHACDFAM_01622	CDS	225				hypothetical protein
EHACDFAM_01623	CDS	516	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
EHACDFAM_01624	CDS	429	uspC		COG0589	Universal stress protein C
EHACDFAM_01625	CDS	228				hypothetical protein
EHACDFAM_01626	CDS	750	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
EHACDFAM_01627	CDS	603				hypothetical protein
EHACDFAM_01628	CDS	990	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
EHACDFAM_01629	CDS	222	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
EHACDFAM_01630	CDS	153				hypothetical protein
EHACDFAM_01631	CDS	111				hypothetical protein
EHACDFAM_01632	CDS	138				hypothetical protein
EHACDFAM_01633	CDS	357				hypothetical protein
EHACDFAM_01634	CDS	222				hypothetical protein
EHACDFAM_01635	CDS	825	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
EHACDFAM_01636	CDS	252	acpP		COG0236	Acyl carrier protein
EHACDFAM_01637	CDS	258				hypothetical protein
EHACDFAM_01638	CDS	300				hypothetical protein
EHACDFAM_01639	CDS	558				hypothetical protein
EHACDFAM_01640	CDS	141				hypothetical protein
EHACDFAM_01641	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
EHACDFAM_01642	CDS	927	ugpC	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
EHACDFAM_01643	CDS	183				hypothetical protein
EHACDFAM_01644	CDS	921				hypothetical protein
EHACDFAM_01645	CDS	222			COG2885	Outer membrane protein Omp38
EHACDFAM_01646	CDS	396	mntB_2			Manganese transport system membrane protein MntB
EHACDFAM_01647	CDS	168				hypothetical protein
EHACDFAM_01648	CDS	276	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
EHACDFAM_01649	CDS	264				hypothetical protein
EHACDFAM_01650	CDS	402	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
EHACDFAM_01651	CDS	795	fucI	5.3.1.25	COG2407	L-fucose isomerase
EHACDFAM_01652	CDS	579	cysG		COG0007	Siroheme synthase
EHACDFAM_01653	CDS	591				hypothetical protein
EHACDFAM_01654	CDS	282	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
EHACDFAM_01655	CDS	624	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
EHACDFAM_01656	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
EHACDFAM_01657	CDS	375				hypothetical protein
EHACDFAM_01658	CDS	273				hypothetical protein
EHACDFAM_01659	CDS	669	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
EHACDFAM_01660	CDS	612	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
EHACDFAM_01661	CDS	420				hypothetical protein
EHACDFAM_01662	CDS	279	rpsS		COG0185	30S ribosomal protein S19
EHACDFAM_01663	CDS	768	rplB		COG0090	50S ribosomal protein L2
EHACDFAM_01664	CDS	267				hypothetical protein
EHACDFAM_01665	CDS	753	napH		COG0348	Ferredoxin-type protein NapH
EHACDFAM_01666	CDS	474				hypothetical protein
EHACDFAM_01667	CDS	846	leuO			HTH-type transcriptional regulator LeuO
EHACDFAM_01668	CDS	642				hypothetical protein
EHACDFAM_01669	CDS	180				hypothetical protein
EHACDFAM_01670	CDS	597				hypothetical protein
EHACDFAM_01671	CDS	234				hypothetical protein
EHACDFAM_01672	CDS	522	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EHACDFAM_01673	CDS	651	atoA	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
EHACDFAM_01674	CDS	90				hypothetical protein
EHACDFAM_01675	CDS	471				hypothetical protein
EHACDFAM_01676	CDS	885	ttdT		COG0471	L-tartrate/succinate antiporter
EHACDFAM_01677	CDS	426	nsrR_2		COG1959	HTH-type transcriptional repressor NsrR
EHACDFAM_01678	CDS	159				hypothetical protein
EHACDFAM_01679	CDS	285	pduA_1		COG4577	Propanediol utilization protein PduA
EHACDFAM_01680	CDS	252	yjfF			Inner membrane ABC transporter permease protein YjfF
EHACDFAM_01681	CDS	627	fimD		COG3188	Outer membrane usher protein FimD
EHACDFAM_01682	CDS	573				hypothetical protein
EHACDFAM_01683	CDS	252				hypothetical protein
EHACDFAM_01684	CDS	159				hypothetical protein
EHACDFAM_01685	CDS	384	ycgL		COG3100	Protein YcgL
EHACDFAM_01686	CDS	282				hypothetical protein
EHACDFAM_01687	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
EHACDFAM_01688	CDS	366	rph	2.7.7.56		Ribonuclease PH
EHACDFAM_01689	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
EHACDFAM_01690	CDS	183				hypothetical protein
EHACDFAM_01691	CDS	885	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
EHACDFAM_01692	CDS	531	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
EHACDFAM_01693	CDS	204	rfbD	5.4.99.9		UDP-galactopyranose mutase
EHACDFAM_01694	CDS	642				hypothetical protein
EHACDFAM_01695	CDS	387				hypothetical protein
EHACDFAM_01696	CDS	447				IS3 family transposase IS629
EHACDFAM_01697	CDS	411				hypothetical protein
EHACDFAM_01698	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
EHACDFAM_01699	CDS	282				hypothetical protein
EHACDFAM_01700	CDS	312				hypothetical protein
EHACDFAM_01701	CDS	216				hypothetical protein
EHACDFAM_01702	CDS	249	dsdX		COG2610	D-serine transporter DsdX
EHACDFAM_01703	CDS	618				hypothetical protein
EHACDFAM_01704	CDS	930				hypothetical protein
EHACDFAM_01705	CDS	876	uxaC	5.3.1.12	COG1904	Uronate isomerase
EHACDFAM_01706	CDS	474				hypothetical protein
EHACDFAM_01707	CDS	135				hypothetical protein
EHACDFAM_01708	CDS	357				hypothetical protein
EHACDFAM_01709	CDS	636	fixA_2			Protein FixA
EHACDFAM_01710	CDS	282				hypothetical protein
EHACDFAM_01711	CDS	414	rbn	3.1.-.-	COG1234	Ribonuclease BN
EHACDFAM_01712	CDS	882	pldB	3.1.1.5	COG2267	Lysophospholipase L2
EHACDFAM_01713	CDS	480				hypothetical protein
EHACDFAM_01714	CDS	504				hypothetical protein
EHACDFAM_01715	CDS	468	sbmC		COG3449	DNA gyrase inhibitor
EHACDFAM_01716	CDS	348	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
EHACDFAM_01717	CDS	450				hypothetical protein
EHACDFAM_01718	CDS	237	licC		COG1455	Lichenan permease IIC component
EHACDFAM_01719	CDS	459				hypothetical protein
EHACDFAM_01720	CDS	534	yvzB		COG1344	Putative flagellin YvzB
EHACDFAM_01721	CDS	504	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
EHACDFAM_01722	CDS	369				hypothetical protein
EHACDFAM_01723	CDS	222				hypothetical protein
EHACDFAM_01724	CDS	801	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
EHACDFAM_01725	CDS	513				hypothetical protein
EHACDFAM_01726	CDS	528	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
EHACDFAM_01727	CDS	372				hypothetical protein
EHACDFAM_01728	tRNA	76				tRNA-Thr(ggt)
EHACDFAM_01729	tRNA	75				tRNA-Gly(tcc)
EHACDFAM_01730	CDS	579				hypothetical protein
EHACDFAM_01731	CDS	291	atoE		COG2031	Putative short-chain fatty acid transporter
EHACDFAM_01732	CDS	174				hypothetical protein
EHACDFAM_01733	CDS	303				hypothetical protein
EHACDFAM_01734	CDS	537	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
EHACDFAM_01735	CDS	153				hypothetical protein
EHACDFAM_01736	CDS	588	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EHACDFAM_01737	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
EHACDFAM_01738	CDS	987	yeiR	3.6.-.-	COG0523	Zinc-binding GTPase YeiR
EHACDFAM_01739	CDS	183				hypothetical protein
EHACDFAM_01740	CDS	288				hypothetical protein
EHACDFAM_01741	CDS	267				hypothetical protein
EHACDFAM_01742	CDS	303	rbfA		COG0858	30S ribosome-binding factor
EHACDFAM_01743	CDS	240				hypothetical protein
EHACDFAM_01744	CDS	963	tldD	3.4.-.-	COG0312	Metalloprotease TldD
EHACDFAM_01745	CDS	624				hypothetical protein
EHACDFAM_01746	CDS	939	mexB_2		COG0841	Multidrug resistance protein MexB
EHACDFAM_01747	CDS	483				hypothetical protein
EHACDFAM_01748	CDS	378	emrA		COG1566	Multidrug export protein EmrA
EHACDFAM_01749	CDS	960	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
EHACDFAM_01750	CDS	738	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
EHACDFAM_01751	CDS	336				hypothetical protein
EHACDFAM_01752	CDS	564				hypothetical protein
EHACDFAM_01753	CDS	141	gshB	6.3.2.3	COG0189	Glutathione synthetase
EHACDFAM_01754	CDS	330				hypothetical protein
EHACDFAM_01755	CDS	276	garD_2	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
EHACDFAM_01756	CDS	675	srlR_1		COG1349	Glucitol operon repressor
EHACDFAM_01757	CDS	159				hypothetical protein
EHACDFAM_01758	CDS	363				hypothetical protein
EHACDFAM_01759	CDS	906				hypothetical protein
EHACDFAM_01760	CDS	375				hypothetical protein
EHACDFAM_01761	CDS	285	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
EHACDFAM_01762	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
EHACDFAM_01763	CDS	126				hypothetical protein
EHACDFAM_01764	CDS	606	lolA			Outer-membrane lipoprotein carrier protein
EHACDFAM_01765	CDS	360				hypothetical protein
EHACDFAM_01766	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
EHACDFAM_01767	CDS	171				hypothetical protein
EHACDFAM_01768	CDS	522	smpB		COG0691	SsrA-binding protein
EHACDFAM_01769	CDS	969	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
EHACDFAM_01770	CDS	510				hypothetical protein
EHACDFAM_01771	CDS	192				hypothetical protein
EHACDFAM_01772	CDS	507	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
EHACDFAM_01773	CDS	255				hypothetical protein
EHACDFAM_01774	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
EHACDFAM_01775	CDS	468	mreC		COG1792	Cell shape-determining protein MreC
EHACDFAM_01776	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
EHACDFAM_01777	CDS	621	era_2		COG1159	GTPase Era
EHACDFAM_01778	CDS	348				hypothetical protein
EHACDFAM_01779	CDS	288				hypothetical protein
EHACDFAM_01780	CDS	351	trg_1		COG0840	Methyl-accepting chemotaxis protein III
EHACDFAM_01781	CDS	192	hmuV_1	3.6.3.-		Hemin import ATP-binding protein HmuV
EHACDFAM_01782	CDS	300	trpR		COG2973	Trp operon repressor
EHACDFAM_01783	CDS	561	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
EHACDFAM_01784	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
EHACDFAM_01785	CDS	165	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
EHACDFAM_01786	CDS	930	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
EHACDFAM_01787	CDS	639	hmuT_1		COG4558	Hemin-binding periplasmic protein HmuT
EHACDFAM_01788	CDS	609				hypothetical protein
EHACDFAM_01789	CDS	759	ascG_2		COG1609	HTH-type transcriptional regulator AscG
EHACDFAM_01790	CDS	144				hypothetical protein
EHACDFAM_01791	CDS	135				hypothetical protein
EHACDFAM_01792	CDS	444	mtr_1		COG0814	Tryptophan-specific transport protein
EHACDFAM_01793	CDS	222				hypothetical protein
EHACDFAM_01794	CDS	366				hypothetical protein
EHACDFAM_01795	CDS	402	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
EHACDFAM_01796	CDS	498				hypothetical protein
EHACDFAM_01797	CDS	105				hypothetical protein
EHACDFAM_01798	CDS	402				hypothetical protein
EHACDFAM_01799	CDS	381				hypothetical protein
EHACDFAM_01800	CDS	1017				hypothetical protein
EHACDFAM_01801	CDS	351				hypothetical protein
EHACDFAM_01802	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
EHACDFAM_01803	CDS	855	rep_3	3.6.4.12		ATP-dependent DNA helicase Rep
EHACDFAM_01804	CDS	351				hypothetical protein
EHACDFAM_01805	CDS	474				hypothetical protein
EHACDFAM_01806	CDS	150	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
EHACDFAM_01807	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
EHACDFAM_01808	CDS	630				hypothetical protein
EHACDFAM_01809	CDS	543	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
EHACDFAM_01810	CDS	519	virB4		COG3451	Type IV secretion system protein virB4
EHACDFAM_01811	CDS	657	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
EHACDFAM_01812	CDS	234	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
EHACDFAM_01813	CDS	318	hemX		COG2959	Protein HemX
EHACDFAM_01814	CDS	546				hypothetical protein
EHACDFAM_01815	CDS	411				hypothetical protein
EHACDFAM_01816	CDS	267				hypothetical protein
EHACDFAM_01817	CDS	567	betI			HTH-type transcriptional regulator BetI
EHACDFAM_01818	CDS	627				hypothetical protein
EHACDFAM_01819	CDS	168	rpmG		COG0267	50S ribosomal protein L33
EHACDFAM_01820	CDS	360				hypothetical protein
EHACDFAM_01821	CDS	318				hypothetical protein
EHACDFAM_01822	CDS	402	crfC		COG0699	Clamp-binding protein CrfC
EHACDFAM_01823	CDS	666	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
EHACDFAM_01824	CDS	297				hypothetical protein
EHACDFAM_01825	CDS	282	decR		COG1522	DNA-binding transcriptional activator DecR
EHACDFAM_01826	CDS	210				hypothetical protein
EHACDFAM_01827	CDS	576				hypothetical protein
EHACDFAM_01828	CDS	429	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
EHACDFAM_01829	CDS	597	ydhX		COG0437	putative ferredoxin-like protein YdhX
EHACDFAM_01830	CDS	309	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
EHACDFAM_01831	CDS	423				hypothetical protein
EHACDFAM_01832	CDS	183				hypothetical protein
EHACDFAM_01833	CDS	459				hypothetical protein
EHACDFAM_01834	CDS	477	bglJ		COG2197	Transcriptional activator protein BglJ
EHACDFAM_01835	CDS	255	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EHACDFAM_01836	CDS	645				hypothetical protein
EHACDFAM_01837	CDS	543	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
EHACDFAM_01838	CDS	258				hypothetical protein
EHACDFAM_01839	CDS	498				hypothetical protein
EHACDFAM_01840	CDS	147				hypothetical protein
EHACDFAM_01841	CDS	327	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
EHACDFAM_01842	CDS	717				hypothetical protein
EHACDFAM_01843	CDS	882				hypothetical protein
EHACDFAM_01844	CDS	321	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
EHACDFAM_01845	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
EHACDFAM_01846	CDS	249	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
EHACDFAM_01847	CDS	315				hypothetical protein
EHACDFAM_01848	CDS	153				hypothetical protein
EHACDFAM_01849	CDS	198				hypothetical protein
EHACDFAM_01850	CDS	216	nhaR		COG0583	Transcriptional activator protein NhaR
EHACDFAM_01851	CDS	210				hypothetical protein
EHACDFAM_01852	CDS	303				hypothetical protein
EHACDFAM_01853	CDS	168				hypothetical protein
EHACDFAM_01854	CDS	294	groS		COG0234	10 kDa chaperonin
EHACDFAM_01855	CDS	903	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
EHACDFAM_01856	CDS	630	ppx	3.6.1.11	COG0248	Exopolyphosphatase
EHACDFAM_01857	CDS	348	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
EHACDFAM_01858	CDS	819				hypothetical protein
EHACDFAM_01859	CDS	300				hypothetical protein
EHACDFAM_01860	CDS	360				hypothetical protein
EHACDFAM_01861	CDS	246				hypothetical protein
EHACDFAM_01862	CDS	858	pdeG_1	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
EHACDFAM_01863	CDS	648				hypothetical protein
